cProd,ours_code,margin,cEAN,selling_price,cost_price,ncm,nfe_name,date_of_last_update,sub_itens_quantity
fBI871318,f1166,50.0,070330717565,5.99,3.84,82121020,BIC-APAR DE BARBEAR COMFORT 3 ACT SENSITIVE C/12,10/26/2024,12.0
fBI891998,f2821,50.0,070330727984,5.99,3.7983333333,82121020,BIC-APAR DE BARBEAR COMFORT 3 BLACK 12X1 UNDS,6/21/2024,
fBI891998 - FD,f18820231,50.0,070330727991,68.5,45.5799999996,82121020,BIC-APAR DE BARBEAR COMFORT 3 BLACK 12X1 UNDS,6/21/2024,
fBI056332,f3550,50.0,070330713406,3.2,1.9979166667,82121020,BIC-APAR DEPILACAO COMFORT 2 WOMEN 12X2 UNDS,06/08/2025,
fBI056332 - FD,f2162448,50.0,070330714274,69.5,47.9500000008,82121020,BIC-APAR DEPILACAO COMFORT 2 WOMEN 12X2 UNDS,06/08/2025,
fBI922120,f201910,50.0,070330731806,7.2,4.7091666666666665,82121020,BIC-APAR DEPILACAO SOLEIL 12X1 UNDS,08/17/2025,12.0
fBI835208,f1707,50.0,070330129665,11.1,0.7998000000000001,96081000,BIC-CANETA ESF CRISTAL MEDIA PRETA C/50 UNDS,6/21/2024,50.0
fBI902586,f2631,50.0,070330913431,4.8,2.7741666667,96131000,BIC-ISQUEIRO A GAS MINI J5 C/12 UND,6/21/2024,
fBI902586 - FD,f2162440,50.0,070330631328,49.99,33.2900000004,96131000,BIC-ISQUEIRO A GAS MINI J5 C/12 UND,6/21/2024,
f120032,f5977,50.0,78909434,13.99,9.121875,18069000,FER-FERRERO ROCHER 03 UND X 16 PCTS,08/29/2025,
f120032 - FD,f1610202358,50.0,7898024390121,218.99,145.95,18069000,FER-FERRERO ROCHER 03 UND X 16 PCTS,08/29/2025,
f77236238,f2605231,50.0,78945449,2.5,1.59,17049020,"FER-TIC TAC MENTA 14X14,5 G",10/07/2025,
f77236238 - FD,f4820233,50.0,7898024398783,33.5,22.26,17049020,"FER-TIC TAC MENTA 14X14,5 G",10/07/2025,
f77236372,f1602233,50.0,78945456,2.5,1.59,17049020,"FER-TIC TAC LARANJA 14X14,5 G",10/07/2025,
f77236372 - FD,f3720234,50.0,7898024398790,33.5,22.26,17049020,"FER-TIC TAC LARANJA 14X14,5 G",10/07/2025,
f77167537,f5122359,50.0,7898149359515,22.5,13.99,18069000,FER-KINDER JOY C/02 UNDS,08/23/2024,
f77244722,f2862445,50.0,78946033,3.5,2.08,17049020,"FER-TIC TAC CITRUS MIX 14X14,5 G",08/29/2025,
f77244722 - FD,f2862494,50.0,7898024398882,43.99,29.12,17049020,"FER-TIC TAC CITRUS MIX 14X14,5 G",08/29/2025,
